,Site,Code,Ucode,,,TStart,TStop,ShortName,Name,Location,Longitude,Latitude,Error,Parent,ShortEName,EName
AOR12,LP11,-,LP,,1954 Jul 23,1954 Jul 25,AOR12 LP11,Atlantic Ocean Launch Site 12 Launch Point 11,Atlantic Ocean,-53.7200,59.2000,0.0100,SUI,-                -,,OCEAN
AOR12,LP12,-,LP,,1954 Jul 23,1954 Jul 25,AOR12 LP12,Atlantic Ocean Launch Site 12 Launch Point 12,Atlantic Ocean,-59.3700,59.3700,0.0100,SUI,-                -,,OCEAN
AOR12,LP13,-,LP,,1954 Jul 23,1954 Jul 25,AOR12 LP13,Atlantic Ocean Launch Site 12 Launch Point 13,Atlantic Ocean,-54.6200,59.3000,0.0100,SUI,-                -,,OCEAN
AOR12,LP14,-,LP,,1954 Jul 19,1954 Jul 26,AOR12 LP14,Atlantic Ocean Launch Site 12 Launch Point 14,Atlantic Ocean,-53.5000,54.0000,0.0100,NRL,-                -,,OCEAN
AOR12,LP15,-,LP,,1954 Jul 19,1954 Jul 26,AOR12 LP15,Atlantic Ocean Launch Site 12 Launch Point 15,Atlantic Ocean,-53.3800,55.2200,0.0100,NRL,-                -,,OCEAN
AOR12,LP16,-,LP,,1954 Jul 19,1954 Jul 26,AOR12 LP16,Atlantic Ocean Launch Site 12 Launch Point 16,Atlantic Ocean,-53.0200,59.5500,0.0100,NRL,-                -,,OCEAN
AOR12,LP17,-,LP,,1954 Jul 19,1954 Jul 26,AOR12 LP17,Atlantic Ocean Launch Site 12 Launch Point 17,Atlantic Ocean,-54.9800,58.3700,0.0100,NRL,-                -,,OCEAN
AOR12,LP18,-,LP,,1954 Jul 19,1954 Jul 26,AOR12 LP18,Atlantic Ocean Launch Site 12 Launch Point 18,Atlantic Ocean,-56.1800,58.6700,0.0100,NRL,-                -,,OCEAN
AOR12,LP19,-,LP,,1954 Jul 19,1954 Jul 26,AOR12 LP19,Atlantic Ocean Launch Site 12 Launch Point 19,Atlantic Ocean,-56.3700,60.0500,0.0100,NRL,-                -,,OCEAN
AOR13,LP1,-,LP,,1955 Sep 23,1955 Sep 23,AOR13 LP1,Atlantic Ocean Launch Site 13 Launch Point 1,Atlantic Ocean,-66.1800,42.6700,0.0100,SUI,-                -,,OCEAN
AOR13,LP2,-,LP,,1955 Sep 24,1955 Sep 24,AOR13 LP2,Atlantic Ocean Launch Site 13 Launch Point 2,Atlantic Ocean,-60.7300,44.5800,0.0100,SUI,-                -,,OCEAN
AOR13,LP3,-,LP,,1955 Sep 24,1955 Sep 24,AOR13 LP3,Atlantic Ocean Launch Site 13 Launch Point 3,Atlantic Ocean,-59.4200,45.2800,0.0100,SUI,-                -,,OCEAN
AOR13,LP4,-,LP,,1955 Sep 25,1955 Sep 25,AOR13 LP4,Atlantic Ocean Launch Site 13 Launch Point 4,Atlantic Ocean,-52.5000,47.7300,0.0100,SUI,-                -,,OCEAN
AOR13,LP5,-,LP,,1955 Sep 27,1955 Sep 27,AOR13 LP5,Atlantic Ocean Launch Site 13 Launch Point 5,Atlantic Ocean,-54.2300,57.8500,0.0100,SUI,-                -,,OCEAN
AOR13,LP6,-,LP,,1955 Sep 27,1955 Sep 27,AOR13 LP6,Atlantic Ocean Launch Site 13 Launch Point 6,Atlantic Ocean,-53.9500,58.4500,0.0100,SUI,-                -,,OCEAN
AOR13,LP7,-,LP,,1955 Sep 28,1955 Sep 28,AOR13 LP7,Atlantic Ocean Launch Site 13 Launch Point 7,Atlantic Ocean,-55.2500,61.1700,0.0100,SUI,-                -,,OCEAN
AOR13,LP8,-,LP,,1955 Sep 28,1955 Sep 28,AOR13 LP8,Atlantic Ocean Launch Site 13 Launch Point 8,Atlantic Ocean,-56.0800,62.0300,0.0100,SUI,-                -,,OCEAN
AOR13,LP9,-,LP,,1955 Sep 29,1955 Sep 29,AOR13 LP9,Atlantic Ocean Launch Site 13 Launch Point 9,Atlantic Ocean,-58.0000,65.6500,0.0100,SUI,-                -,,OCEAN
AOR13,LP10,-,LP,,1955 Sep 29,1955 Sep 29,AOR13 LP10,Atlantic Ocean Launch Site 13 Launch Point 10,Atlantic Ocean,-60.2500,67.5200,0.0100,SUI,-                -,,OCEAN
AOR13,LP11,-,LP,,1955 Sep 29,1955 Sep 29,AOR13 LP11,Atlantic Ocean Launch Site 13 Launch Point 11,Atlantic Ocean,-60.0000,66.8500,0.0100,SUI,-                -,,OCEAN
AOR13,LP12,-,LP,,1955 Sep 30,1955 Sep 30,AOR13 LP12,Atlantic Ocean Launch Site 13 Launch Point 12,Atlantic Ocean,-62.4500,70.2000,0.0100,SUI,-                -,,OCEAN
AOR13,LP13,-,LP,,1955 Oct  4,1955 Oct  4,AOR13 LP13,Atlantic Ocean Launch Site 13 Launch Point 13,Atlantic Ocean,-75.3500,72.6800,0.0100,SUI,-                -,,OCEAN
AOR13,LP14,-,LP,,1955 Oct  4,1955 Oct  4,AOR13 LP14,Atlantic Ocean Launch Site 13 Launch Point 14,Atlantic Ocean,-61.8500,65.1200,0.0100,SUI,-                -,,OCEAN
AOR13,LP15,-,LP,,1955 Oct  4,1955 Oct  4,AOR13 LP15,Atlantic Ocean Launch Site 13 Launch Point 15,Atlantic Ocean,-64.6000,61.5800,0.0100,SUI,-                -,,OCEAN
AOR13,LP16,-,LP,,1955 Oct  4,1955 Oct  4,AOR13 LP16,Atlantic Ocean Launch Site 13 Launch Point 16,Atlantic Ocean,-58.7000,56.7800,0.0100,SUI,-                -,,OCEAN
AOR13,LP17,-,LP,,1955 Oct  4,1955 Oct  4,AOR13 LP17,Atlantic Ocean Launch Site 13 Launch Point 17,Atlantic Ocean,-58.1800,56.3700,0.0100,SUI,-                -,,OCEAN
AOR13,LP18,-,LP,,1955 Oct  4,1955 Oct  4,AOR13 LP18,Atlantic Ocean Launch Site 13 Launch Point 18,Atlantic Ocean,-57.3000,55.7200,0.0100,SUI,-                -,,OCEAN
AOR13,LP19,-,LP,,1955 Sep 27,1955 Oct  4,AOR13 LP19,Atlantic Ocean Launch Site 13 Launch Point 19,Atlantic Ocean,-54.5700,57.4000,0.0100,SUI,-                -,,OCEAN
AOR13,LP20,-,LP,,1955 Sep 27,1955 Oct 13,AOR13 LP20,Atlantic Ocean Launch Site 13 Launch Point 20,Atlantic Ocean,-53.9700,58.0500,0.0100,SUI,-                -,,OCEAN
AOR13,LP21,-,LP,,1955 Sep 27,1955 Oct 13,AOR13 LP21,Atlantic Ocean Launch Site 13 Launch Point 21,Atlantic Ocean,-55.4300,61.4500,0.0100,SUI,-                -,,OCEAN
AOR13,LP22,-,LP,,1955 Sep 27,1955 Oct 13,AOR13 LP22,Atlantic Ocean Launch Site 13 Launch Point 22,Atlantic Ocean,-56.7200,62.4800,0.0100,SUI,-                -,,OCEAN
AOR13,LP23,-,LP,,1955 Sep 27,1955 Oct 13,AOR13 LP23,Atlantic Ocean Launch Site 13 Launch Point 23,Atlantic Ocean,-61.4000,65.9200,0.0100,SUI,-                -,,OCEAN
AOR13,LP24,-,LP,,1955 Sep 27,1955 Oct 13,AOR13 LP24,Atlantic Ocean Launch Site 13 Launch Point 24,Atlantic Ocean,-63.5300,60.5800,0.0100,SUI,-                -,,OCEAN
AOR13,LP25,-,LP,,1955 Sep 27,1955 Oct 13,AOR13 LP25,Atlantic Ocean Launch Site 13 Launch Point 25,Atlantic Ocean,-59.0000,57.1700,0.0100,SUI,-                -,,OCEAN
AOR13,LP26,-,LP,,1955 Sep 27,1955 Oct 13,AOR13 LP26,Atlantic Ocean Launch Site 13 Launch Point 26,Atlantic Ocean,-57.6500,55.9800,0.0100,SUI,-                -,,OCEAN
AOR14,LP1,-,LP,,1956 Oct 27,1956 Nov 10,AOR14 LP1,"Michigan Cruise 1956, Launch Point 1",Atlantic Ocean,-71.0000,40.0000,0.5000,USN/UMI,-                -,,OCEAN
AOR14,LP2,-,LP,,1956 Oct 27,1956 Nov 10,AOR14 LP2,"Michigan Cruise 1956, Launch Point 2",Atlantic Ocean,-48.0000,49.0000,0.5000,USN/UMI,-                -,,OCEAN
AOR14,LP3,-,LP,,1956 Oct 27,1956 Nov 10,AOR14 LP3,"Michigan Cruise 1956, Launch Point 3",Atlantic Ocean,-47.0000,58.0000,0.5000,USN/UMI,-                -,,OCEAN
AOR14,LP4,-,LP,,1956 Oct 27,1956 Nov 10,AOR14 LP4,"Michigan Cruise 1956, Launch Point 4",Atlantic Ocean,-58.0000,64.0000,0.5000,USN/UMI,-                -,,OCEAN
AOR14,LP5,-,LP,,1956 Oct 27,1956 Nov 10,AOR14 LP5,"Michigan Cruise 1956, Launch Point 5",Atlantic Ocean,-58.0000,66.0000,0.5000,USN/UMI,-                -,,OCEAN
AOR16,LP1,-,LP,,1985,1985,AOR16 LP1,"Zubov Expedition 8, 1985A Feb-Apr, 68-18N 0-30W",Atlantic Ocean,-30.0000,18.0000,1.0000,GMS,-                -,,OCEAN
AOR17,LP1,-,LP,,1968,1968,AOR17 LP1,"Vise Expedition 1968, Launch Point 1",Atlantic Ocean,-33.3300,21.6800,0.0100,GMS,-                -,,OCEAN
AOR19,LP1,-,LP,,1973,1973 Jun 12,AOR19 LP1,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 1",Atlantic Ocean,-25.2000,-2.3300,0.0100,GMS,-                -,,OCEAN
AOR19,LP2,-,LP,,1973,1973 Jun 13,AOR19 LP2,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 2",Atlantic Ocean,-25.2000,-1.8000,0.0100,GMS,-                -,,OCEAN
AOR19,LP3,-,LP,,1973,1973 Jun 14,AOR19 LP3,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 3",Atlantic Ocean,-24.9700,-2.4000,0.0100,GMS,-                -,,OCEAN
AOR19,LP4,-,LP,,1973,1973 Jun 14,AOR19 LP4,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 4",Atlantic Ocean,-24.9800,-2.5700,0.0100,GMS,-                -,,OCEAN
AOR19,LP5,-,LP,,1973,1973,AOR19 LP5,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 5",Atlantic Ocean,-30.0000,49.6300,0.0100,GMS,-                -,,OCEAN
AOR19,LP6,-,LP,,1973,1973,AOR19 LP6,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 6",Atlantic Ocean,-28.1830,17.0000,0.0100,GMS,-                -,,OCEAN
AOR19,LP7,-,LP,,1973,1973 Jun 12,AOR19 LP7,"Vise Expedition 1973, 50 N to 3 S, 30 to 25W , Launch Point 7",Atlantic Ocean,-24.9700,-2.1800,0.0100,GMS,-                -,,OCEAN
AOR28,LP1,-,LP,,1971,1971,AOR28 LP1,Zubov Expedition 1971-2  24-0N 53-24W,Atlantic Ocean,-24.0500,0.0000,0.5000,GMS,-                -,,OCEAN
APC,KT-408,-,LP,,1972 Feb 22,1972 Feb 22,APC   KT-408,"KT No. 408, Luna-20 Site, Apollonius C, Mare Undarum B3",Luna,56.5500,3.5300,0.0100,NPOL,-                -,,LUNA
ARO1,LP1,-,LP,,1952 Aug 21,1952 Aug 21,ARO1  LP1,Arctic Ocean Launch Site 1 Launch Point 1,Arctic Ocean,-68.4700,80.1000,0.1000,SUI,-                -,,OCEAN
ARO1,LP2,-,LP,,1952 Aug 24,1952 Aug 29,ARO1  LP2,Arctic Ocean Launch Site 1 Launch Point 2,Arctic Ocean,-73.5000,77.5200,0.1000,SUI,-                -,,OCEAN
ARO1,LP3,-,LP,,1952 Aug 24,1952 Aug 29,ARO1  LP3,Arctic Ocean Launch Site 1 Launch Point 3,Arctic Ocean,-73.5000,77.5500,0.1000,SUI,-                -,,OCEAN
ARO1,LP4,-,LP,,1952 Aug 24,1952 Aug 29,ARO1  LP4,Arctic Ocean Launch Site 1 Launch Point 4,Arctic Ocean,-73.5000,77.5300,0.1000,SUI,-                -,,OCEAN
ARO1,LP5,-,LP,,1952 Aug 24,1952 Aug 29,ARO1  LP5,Arctic Ocean Launch Site 1 Launch Point 5,Arctic Ocean,-73.4800,77.3500,0.1000,SUI,-                -,,OCEAN
ARO1,LP6,-,LP,,1952 Aug 31,1952 Aug 31,ARO1  LP6,Arctic Ocean Launch Site 1 Launch Point 6,Arctic Ocean,-72.8300,77.3300,0.1000,SUI,-                -,,OCEAN
ARO1,LP7,-,LP,,1952 Aug 31,1952 Aug 31,ARO1  LP7,Arctic Ocean Launch Site 1 Launch Point 7,Arctic Ocean,-70.2200,77.1800,0.1000,SUI,-                -,,OCEAN
BALKH,LC A,-,LP,,1960,*,SSATC LC A,"Launch Complex A, Sary Shagan [US designation]","Priozyorsk (Sary Shagan-2), Kazakhstan",72.8700,46.3800,0.0200,MO,-                -,,-
BALKH,LC B,-,LP,,1960,*,SSATC LC B,"Launch Complex B, Sary Shagan [US designation]","Priozyorsk (Sary Shagan-2), Kazakhstan",72.6000,45.9500,0.0500,MO,-                -,,-
BALKH,LC6,-,LP,,1960,*,Balkash LC6,"Launch Complex 6, Sary Shagan","Priozyorsk (Sary Shagan-2), Kazakhstan",72.8700,46.3800,0.0200,MO,-                -,,-
BALKH,LC35,-,LP,,1960,*,Balkash LC35,"Launch Complex 35, Sary Shagan","Priozyorsk (Sary Shagan-2), Kazakhstan",72.8700,46.3800,0.1000,MO,-                -,,-
BARB,HARP16,-,LP,,1963 May 18,1968,BARB  HARP16,"HARP 40-cm Gun, Seawell, Barbados",-,-59.4830,13.0670,0.0400,USAF,-                -,,-
BARB,5IN,-,LP,,1963 May 18,1968,BARB  5IN,"HARP 5-in Gun, Seawell, Barbados",-,-59.4830,13.0670,0.0400,USAF,-                -,,-
BER1,LP1,-,LP,,1950 Jan,1950 Jan,BER1  LP1,"USS Norton Sound, 1950 Bering Sea Launch Site 1 (APL Aerobee/Norton Sound)",-,-170.0000,58.0000,9.0000,APL,-                -,,OCEAN
BER1,LP2,-,LP,,1950 Jan,1950 Jan,BER1  LP2,"USS Norton Sound, 1950 Bering Sea Launch Site 2 (APL Aerobee/Norton Sound)",-,-170.0000,50.0000,9.0000,APL,-                -,,OCEAN
BLA,LP1,-,LP,,1998 Jul  7,*,BLA   LP1,"K-407 submarine, Barents Launch Area, Barentsovo More, Murmansk Oblast'",-,34.2000,69.5000,0.1000,VMF,-                -,,OCEAN
BLAN,BM,-,LP,,1967,1980,BLAN  BM,"Black Mesa, Blanding, Utah",-,-109.5883,37.5038,0.0200,USA,-                -,,-
BLAN,WM,-,LP,,1967,1980,BLAN  WM,"White Mesa, Blanding, Utah",-,-109.5165,37.5380,0.0200,USA,-                -,,-
CC,RW30/12,-,LP,,1952 May,2000?,CC    RW 30/12,"Skid Strip, Cape Canaveral Air Station",-,-80.5665,28.4675,0.0004,USAF,-                -,,-
CC,RW31/13,RW30/12,LP,,2000?,*,CC    RW 31/13,"Skid Strip, Cape Canaveral Air Station",-,-80.5665,28.4675,0.0004,USAF,-                -,,-
CC,LaC1,-,LP,,2015 Jul,*,CC    LaC1,"Landing Complex 1, Cape Canaveral",-,-80.5446,28.4859,0.0002,USAF,-                -,,-
CC,LA,-,LP,,1950,1960,CC    LA,"Launch Area, Cape Canaveral",-,-80.5370,28.4650,0.0050,USAF,-                -,,-
CC,LC1/2,-,LP,,1957?,1960?,CC    LC1/2?,"Launch Complex 1 or 2, Cape Canaveral",-,-80.5372,28.4652,0.0004,USAF,-                -,,-
CC,LC1,-,LP,,1957?,1960?,CC    LC1,"Launch Complex 1, Cape Canaveral",-,-80.5372,28.4652,0.0004,USAF,-                -,,-
CC,LC2,-,LP,,1954?,1960?,CC    LC2,"Launch Complex 2, Cape Canaveral",-,-80.5368,28.4655,0.0004,USAF,-                -,,-
CC,LC3/4,-,LP,,1950,1958,CC    LC3/4?,"Launch Complex 3 or 4, Cape Canaveral",-,-80.5362,28.4658,0.0004,USAF,-                -,,-
CC,LC4/10,-,LP,,1950,1958,CC    LC4/10,"Launch Complex 4 or 10, Cape Canaveral",-,-80.5362,28.4658,0.0004,USAF,-                -,,-
CC,LC3,-,LP,,1950,1958,CC    LC3,"Launch Complex 3, Cape Canaveral",-,-80.5362,28.4658,0.0004,USAF,-                -,,-
CC,LC4,-,LP,,1952,1960,CC    LC4,"Launch Complex 4, Cape Canaveral",-,-80.5360,28.4665,0.0004,USAF,-                -,,-
CC,LC4A,-,LP,,1952,1960,CC    LC4A,"Launch Complex 4A, Cape Canaveral",-,-80.5360,28.4665,0.0004,USAF,-                -,,-
CC,LC5,-,LP,,1956 Jul 19,1961 Jul 21,CC    LC5,"Launch Complex 5, Cape Canaveral",-,-80.5733,28.4394,0.0001,USAF,-                -,,-
CC,LC6,-,LP,,1955 Apr 20,1961 Jun 26,CC    LC6,"Launch Complex 6, Cape Canaveral",-,-80.5725,28.4400,0.0004,USAF,-                -,,-
CC,LC9,-,LP,,1956 Nov  6,1958 Nov 18,CC    LC9,"Launch Complex 9, Cape Canaveral",-,-80.5565,28.4528,0.0010,USAF,-                -,,-
CC,LC10,-,LP,,1957 Mar 22,1959 Apr 27,CC    LC10,"Launch Complex 10, Cape Canaveral",-,-80.5565,28.4501,0.0010,USAF,-                -,,-
CC,LC11,-,LP,,1958 Jul 19,1964 Apr  1,CC    LC11,"Launch Complex 11, Cape Canaveral",-,-80.5397,28.4751,0.0002,USAF,-                -,,-
CC,LC12,-,LP,,1958 Jan 10,1967 Nov  5,CC    LC12,"Launch Complex 12, Cape Canaveral",-,-80.5421,28.4802,0.0002,USAF,-                -,,-
CC,LC13,-,LP,,1958 Aug  2,1978 Apr  7,CC    LC13,"Launch Complex 13, Cape Canaveral",-,-80.5446,28.4859,0.0002,USAF,-                -,,-
CC,LC14,-,LP,,1957 Jun 11,1966 Nov 11,CC    LC14,"Launch Complex 14, Cape Canaveral",-,-80.5470,28.4900,0.0002,USAF,-                -,,-
CC,LC15,-,LP,,1959 Feb  6,1964 Apr  9,CC    LC15,"Launch Complex 15, Cape Canaveral",-,-80.5496,28.4923,0.0002,USAF,-                -,,-
CC,LC16,-,LP,,1959 Dec 12,1988 Mar 21,CC    LC16,"Launch Complex 16, Cape Canaveral",-,-80.5520,28.5015,0.0002,USAF,-                -,,-
CC,LC17,-,LP,,1957 Aug 30,*,CC    LC17,"Launch Complex 17A/17B, Cape Canaveral",-,-80.5649,28.4472,0.0001,USAF,-                -,,-
CC,LC17A,-,LP,,1957 Aug 30,1998 Oct  1,CC    LC17A,"Space Launch Complex 17A, Cape Canaveral",-,-80.5649,28.4472,0.0001,USAF,-                -,,-
CC,LC17B,-,LP,,1957 Jan 25,1998 Oct  1,CC    LC17B,"Space Launch Complex 17B, Cape Canaveral",-,-80.5656,28.4458,0.0001,USAF,-                -,,-
CC,SLC17A,LC17A,LP,,1998 Oct  1,*,CC    SLC17A,"Space Launch Complex 17A, Cape Canaveral",-,-80.5649,28.4472,0.0001,USAF,-                -,,-
CC,SLC17B,LC17B,LP,,1998 Oct  1,*,CC    SLC17B,"Space Launch Complex 17B, Cape Canaveral",-,-80.5656,28.4458,0.0001,USAF,-                -,,-
CC,LC18A,-,LP,,1956 Dec  8,1965 Jun  9,CC    LC18A,"Launch Complex 18A, Cape Canaveral",-,-80.5625,28.4501,0.0002,USAF,-                -,,-
CC,LC18B,-,LP,,1958 Jun  4,1962 Apr 12,CC    LC18B,"Launch Complex 18B, Cape Canaveral",-,-80.5620,28.4485,0.0002,USAF,-                -,,-
CC,LC19,-,LP,,1959 Aug 14,1966 Nov 11,CC    LC19,"Launch Complex 19, Cape Canaveral",-,-80.5546,28.5067,0.0002,USAF,-                -,,-
CC,LC20,-,LP,,1960 Jul  1,*,CC    LC20,"Launch Complex 20, Cape Canaveral",-,-80.5570,28.5119,0.0002,USAF,-                -,,-
CC,SLC20,LC20,LP,,1960 Jul  1,*,CC    SLC20,"Space Launch Complex 20, Cape Canaveral",-,-80.5570,28.5119,0.0002,USAF,-                -,,-
CC,LC21,-,LP,,1958 Jul 24,1963 Jul 17,CC    LC21,"Launch Complex 21, Cape Canaveral",-,-80.5416,28.4616,0.0002,USAF,-                -,,-
CC,LC21/1,-,LP,,1958 Jul 24,1963 Jul 17,CC    LC21/1,"Launch Complex 21, Cape Canaveral (Launcher 1)",-,-80.5416,28.4616,0.0002,USAF,-                -,,-
CC,LC21/2,-,LP,,1958 Jul 24,1963 Jul 17,CC    LC21/2,"Launch Complex 21, Cape Canaveral (Launcher 2)",-,-80.5416,28.4616,0.0002,USAF,-                -,,-
CC,LC22,-,LP,,1957 Mar 13,1960 Jun 24,CC    LC22,"Launch Complex 22, Cape Canaveral",-,-80.5411,28.4614,0.0002,USAF,-                -,,-
CC,LC25A,-,LP,,1958 Apr 18,1965 Mar  5,CC    LC25A,"Launch Complex 25A, Cape Canaveral",-,-80.5740,28.4315,0.0002,USN,-                -,,-
CC,LC25B,-,LP,,1959 Aug 14,1960 Aug  2,CC    LC25B,"Launch Complex 25B, Cape Canaveral",-,-80.5749,28.4297,0.0002,USN,-                -,,-
CC,LC25C,-,LP,,1968 Aug 16,1979 Jan 23,CC    LC25C,"Launch Complex 25C, Cape Canaveral",-,-80.5766,28.4310,0.0002,USN,-                -,,-
CC,LC25D,-,LP,,1969 Sep 17,1969 Sep 17,CC    LC25D,"Launch Complex 25D, Cape Canaveral",-,-80.5782,28.4298,0.0002,USN,-                -,,-
CC,LC26A,-,LP,,1957 Aug 28,1963 Jan 22,CC    LC26A,"Launch Complex 26A, Cape Canaveral",-,-80.5704,28.4440,0.0002,USAF,-                -,,-
CC,LC26B,-,LP,,1957 Oct 23,1961 May 24,CC    LC26B,"Launch Complex 26B, Cape Canaveral",-,-80.5714,28.4428,0.0002,USAF,-                -,,-
CC,LC29,-,LP,,1959 Sep 21,1980 May 19,CC    LC29,"Launch Complex 29, Cape Canaveral",-,-80.5766,28.4291,0.0002,USN,-                -,,-
CC,LC29A,-,LP,,1959 Sep 21,1980 May 19,CC    LC29A,"Launch Complex 29A, Cape Canaveral",-,-80.5766,28.4291,0.0002,USN,-                -,,-
CC,LC29B,-,LP,,1959 Sep 21,1980 May 19,CC    LC29B,"Launch Complex 29B, Cape Canaveral",-,-80.5766,28.4291,0.0002,USN,-                -,,-
CC,LC30,-,LP,,1960 Feb 25,1963 Apr 24,CC    LC30,"Launch Complex 30 pad A or B, Cape Canaveral",-,-80.5792,28.4391,0.0002,USA,-                -,,-
CC,LC30A TEL,-,LP,,1960 Feb 25,1963 Apr 24,CC    LC30A TEL,"Transporter launcher, Launch Complex 30, Cape Canaveral",-,-80.5792,28.4391,0.0002,USA,-                -,,-
CC,LC30A,-,LP,,1960 Feb 25,1963 Apr 24,CC    LC30A,"Launch Complex 30A, Cape Canaveral",-,-80.5792,28.4391,0.0002,USA,-                -,,-
CC,LC30B,-,LP,,1960 Feb 25,1963 Apr 24,CC    LC30B,"Launch Complex 30B, Cape Canaveral",-,-80.5800,28.4376,0.0002,USA,-                -,,-
CC,LC30D,-,LP,,1960 Feb 25,1963 Apr 24,CC    LC30D,"Launch Complex 30D, Cape Canaveral",-,-80.5800,28.4376,0.0010,USA,-                -,,-
CC,LC30E,-,LP,,1960 Feb 25,1963 Apr 24,CC    LC30E,"Launch Complex 30E, Cape Canaveral",-,-80.5800,28.4376,0.0010,USA,-                -,,-
CC,LC31A,-,LP,,1961 Feb  1,1973,CC    LC31A,"Launch Complex 31A, Cape Canaveral",-,-80.5565,28.4514,0.0002,USAF,-                -,,-
CC,LC31A TEL,-,LP,,1961 Feb  1,1973,CC    LC31A Tel,"TEL, Launch Complex 31A, Cape Canaveral",-,-80.5565,28.4514,0.0002,USAF,-                -,,-
CC,LC31A/Truck,-,LP,,1961 Feb  1,1973,CC    LC31A/Truck,"Truck launcher, LC31A, Cape Canaveral",-,-80.5565,28.4514,0.0002,USAF,-                -,,-
CC,LC31B,-,LP,,1961 Dec 18,1969 Sep 23,CC    LC31B,"Launch Complex 31B, Cape Canaveral",-,-80.5552,28.4511,0.0002,USAF,-                -,,-
CC,LC32A,-,LP,,1961,1961 Aug,CC    LC32A,"Launch Complex 32A, Cape Canaveral",-,-80.5557,28.4534,0.0002,USAF,-                -,,-
CC,LC32B,-,LP,,1961 Aug 30,1970 Dec 14,CC    LC32B,"Launch Complex 32B, Cape Canaveral",-,-80.5546,28.4531,0.0002,USAF,-                -,,-
CC,LC34,-,LP,,1961 Oct 27,1968 Oct 11,CC    LC34,"Launch Complex 34, Cape Canaveral",-,-80.5610,28.5218,0.0002,NASA,-                -,,-
CC,LC36A,-,LP,,1962 May  8,*,CC    LC36A,"Space Launch Complex 36A, Cape Canaveral",-,-80.5377,28.4710,0.0002,USAF,-                -,,-
CC,LC36B,-,LP,,1965 Aug 11,*,CC    LC36B,"Space Launch Complex 36B, Cape Canaveral",-,-80.5411,28.4681,0.0002,USAF,-                -,,-
CC,SLC36A,LC36A,LP,,1962 May  8,*,CC    SLC36A,"Space Launch Complex 36A, Cape Canaveral",-,-80.5377,28.4710,0.0002,USAF,-                -,,-
CC,SLC36B,LC36B,LP,,1965 Aug 11,*,CC    SLC36B,"Space Launch Complex 36B, Cape Canaveral",-,-80.5411,28.4681,0.0002,USAF,-                -,,-
CC,LC37A,-,LP,,1964 Jan 29,1968 Jan 22,CC    LC37A,"Launch Complex 37A, Cape Canaveral",-,-80.5682,28.5334,0.0002,NASA,-                -,,-
CC,LC37B,-,LP,,1964 Jan 29,1968 Jan 22,CC    LC37B,"Launch Complex 37B, Cape Canaveral",-,-80.5650,28.5315,0.0002,NASA,-                -,,-
CC,SLC37B,-,LP,,2000 Jan  1,*,CC    SLC37B,"Space Launch Complex 37B, Cape Canaveral",-,-80.5650,28.5315,0.0002,NASA,-                -,,-
CC,LC40,-,LP,,1965 Jun 18,*,CC    LC40,"Space Launch Complex 40, Cape Canaveral",-,-80.5772,28.5620,0.0001,USAF,-                -,,-
CC,LC41,-,LP,,1965 Dec 21,*,CC    LC41,"Space Launch Complex 41, Cape Canaveral",-,-80.5831,28.5833,0.0002,USAF,-                -,,-
CC,SLC40,LC40,LP,,1965 Jun 18,*,CC    SLC40,"Space Launch Complex 40, Cape Canaveral",-,-80.5772,28.5620,0.0001,USAF,-                -,,-
CC,SLC41,LC41,LP,,1965 Dec 21,*,CC    SLC41,"Space Launch Complex 41, Cape Canaveral",-,-80.5831,28.5833,0.0002,USAF,-                -,,-
CC,PAFB/800,-,LP,,-,-,CC    PAFB/800,"Patrick AFB/800, Cape Canaveral, Florida",-,-80.6000,28.2400,0.0200,USAF,-                -,,-
CC,LC43,-,LP,,1979,*,CC LC43,"Launch Complex 43, Cape Canaveral",-,-80.5000,28.5000,0.5000,USAF,-                -,,-
CC,LC43D,-,LP,,1979,*,CC LC43D,"Launch Complex 43D, Cape Canaveral",-,-80.5000,28.5000,0.5000,USAF,-                -,,-
CCA,LC46,-,LP,,1987 Jan 15,*,CC LC46,"Launch Complex 46, Cape Canaveral",-,-80.5272,28.4583,0.0002,SPFL,-                -,,-
CCA,LC47,-,LP,,2006,*,CC LC47,"Launch Complex 47, Cape Canaveral",-,-80.5300,28.4600,0.0100,SPFL,-                -,,-
CEL,BESA,-,LP,,1964,*,CEL   BESA,"Base Experimentale Sol-Air, CEL, Biscarosse, France",-,-1.2450,44.3930,0.0020,F,-                -,,-
CEL,BP,-,LP,,1969 Dec,*,CEL   BP,"Base Pluton, CEL, Biscarosse, France",-,-1.2460,44.3720,0.0020,F,-                -,,-
CEL,BLB,-,LP,,1966 Feb,*,CEL   BLB,"Base Lancement Balistique, CEL, Biscarosse, France",-,-1.2500,44.3620,0.0020,F,-                -,,-
CEL,SUD,-,LP,,1966,*,CEL   SUD,"Pas de tir sud, CEL, Biscarosse, France",-,-1.2630,44.3000,0.0020,F,-                -,,-
